station_avg_cycle_time,station_temperature_mean,station_vibration_mean,station_utilization,station_current_cycle_time,vehicle_avg_cycle_time,vehicle_cycle_time_deviation,vehicle_quality_event_count,defect
95.16,74.15,2.6,0.516,79.29,108.18,-26.46,3,0
105.59,59.23,3.98,0.584,106.94,108.21,17.13,1,1
91.94,69.36,3.4,0.524,78.05,98.47,-20.5,0,0
45.27,45.0,2.06,0.3,30.0,41.35,-39.25,0,0
59.89,57.73,2.3,0.629,48.68,71.2,-32.36,0,0
93.46,67.55,5.46,0.665,90.76,77.61,-9.85,0,0
65.1,52.9,2.75,0.468,51.87,81.86,21.44,0,0
46.0,48.57,1.44,0.49,73.54,30.0,27.12,0,0
141.24,79.33,2.97,0.863,140.97,127.47,7.91,1,0
157.74,83.59,2.93,0.608,169.75,160.26,4.83,7,1
135.18,68.52,2.18,0.586,126.98,129.87,-24.37,1,0
142.45,67.37,9.22,0.724,171.74,139.17,-2.15,1,1
69.04,55.7,1.92,0.607,73.24,63.73,-7.83,0,0
155.28,86.44,6.42,0.56,164.52,147.44,-6.94,0,0
63.63,58.6,1.6,0.665,57.83,66.8,-14.72,0,0
154.17,68.58,2.75,0.724,168.38,153.69,-10.02,3,1
159.38,64.94,6.54,0.702,165.43,168.23,3.14,6,1
125.41,51.86,1.06,0.573,120.33,126.21,-16.06,2,0
157.74,73.28,3.55,0.623,145.24,153.57,14.12,0,0
108.34,70.38,5.8,0.722,107.93,116.09,19.98,1,0
71.15,56.28,5.66,0.676,68.78,52.82,9.64,1,0
92.44,58.33,4.11,0.523,101.32,66.62,13.18,5,0
111.23,59.86,4.3,0.795,112.33,95.35,-27.39,2,1
48.77,53.64,2.6,0.556,30.0,45.33,31.85,2,0
114.68,67.48,2.22,0.616,122.76,118.6,-1.03,1,0
157.74,71.99,4.09,0.823,177.72,131.03,24.27,1,1
62.81,63.82,7.38,0.442,39.67,62.7,3.42,2,0
135.11,63.63,2.74,0.709,158.94,131.57,-6.83,1,1
148.95,69.58,2.43,0.55,164.71,150.32,-3.42,3,0
153.24,80.88,3.93,0.818,150.04,134.17,5.56,0,1
155.22,68.41,3.66,0.567,141.15,181.37,-34.86,5,1
102.58,63.43,1.96,0.715,117.5,102.9,5.85,2,0
157.28,67.13,3.73,0.882,146.48,145.11,-40.0,1,1
130.88,74.82,3.62,0.567,122.21,132.17,-4.15,3,0
59.4,48.91,2.16,0.388,39.37,74.35,14.74,3,0
97.23,63.95,2.18,0.564,96.58,84.36,-0.37,0,0
126.2,72.57,2.41,0.697,145.73,111.25,-16.57,3,1
69.68,47.65,2.12,0.404,70.26,68.5,-9.66,0,0
116.87,64.34,2.98,0.668,130.44,116.55,17.86,1,1
119.99,72.82,2.79,0.559,114.95,127.09,0.48,0,0
59.52,45.0,1.03,0.3,54.69,74.28,5.72,0,0
107.81,72.68,2.8,0.404,89.18,115.61,-12.41,4,1
132.6,59.13,2.36,0.518,129.8,118.72,-15.18,0,0
99.87,55.64,6.66,0.697,92.85,89.16,-1.25,2,0
41.45,53.37,3.17,0.589,39.31,33.47,0.15,0,0
41.08,62.47,4.41,0.374,33.82,48.86,14.86,1,0
82.84,45.0,1.56,0.534,77.74,88.91,-11.01,0,0
151.14,67.99,3.0,0.592,176.28,163.76,13.44,2,1
67.44,57.52,1.59,0.503,86.71,73.02,7.02,2,0
116.12,61.31,3.39,0.486,130.84,109.85,48.29,1,1
66.65,57.28,2.06,0.524,86.68,64.68,-3.54,3,0
78.6,55.49,3.16,0.689,97.41,63.99,2.48,0,0
141.77,63.16,2.38,0.584,141.17,148.05,-17.53,2,0
127.46,68.79,2.1,0.768,129.33,121.2,24.4,1,1
51.45,45.0,0.79,0.3,48.27,63.69,23.22,1,0
91.44,57.52,3.75,0.505,87.01,97.45,-6.12,4,0
43.5,45.0,0.95,0.3,30.0,62.88,14.59,1,0
97.71,55.72,1.6,0.514,99.55,101.9,6.83,3,0
119.49,64.36,5.64,0.508,98.86,123.5,2.32,2,0
54.22,45.0,2.11,0.392,51.71,52.4,-19.16,1,0
74.67,52.87,1.15,0.471,60.15,70.82,-4.35,0,0
87.74,72.47,2.38,0.463,84.04,85.15,31.85,5,1
150.34,66.29,2.25,0.794,156.51,160.34,29.68,0,1
159.19,87.5,4.4,0.925,161.46,145.7,15.63,4,1
45.39,48.1,2.78,0.376,30.0,46.02,9.42,1,0
131.32,60.75,1.93,0.551,116.08,114.66,36.18,2,1
84.61,46.0,3.63,0.442,86.95,88.34,15.31,0,0
87.09,62.61,1.73,0.683,82.06,82.51,-14.43,0,0
130.51,78.76,2.87,0.7,139.25,135.55,26.2,0,1
150.21,69.12,7.23,0.713,152.58,142.79,-0.15,5,1
154.11,69.1,2.16,0.602,151.78,151.54,7.63,0,0
109.25,69.65,5.26,0.588,113.18,115.58,4.1,0,0
82.85,57.31,3.06,0.44,71.55,84.11,-18.41,0,0
134.51,62.19,1.65,0.861,144.53,149.93,10.56,3,0
70.12,58.81,2.32,0.644,65.97,65.3,15.33,1,0
107.69,69.15,3.05,0.437,134.86,102.01,26.88,0,0
83.03,57.09,5.26,0.536,68.14,95.4,1.19,1,0
118.8,45.0,1.32,0.526,113.04,115.12,-6.49,0,0
68.85,55.82,2.04,0.451,62.06,64.72,-33.25,0,0
62.99,55.05,1.28,0.62,47.16,66.82,-8.77,1,0
150.19,59.76,2.91,0.742,161.73,148.55,15.75,0,0
52.22,45.0,0.86,0.37,42.48,49.1,-40.0,0,0
100.71,65.07,1.82,0.465,69.46,93.78,-16.83,0,0
66.5,51.34,9.55,0.6,74.84,80.13,2.46,1,0
44.67,45.0,0.97,0.464,34.31,43.17,-21.64,3,0
44.32,47.9,0.9,0.4,39.07,38.7,11.06,2,0
61.03,45.0,2.3,0.35,64.15,58.06,18.56,0,0
144.01,69.95,4.58,0.646,140.55,147.56,30.92,2,1
73.9,58.31,1.4,0.686,71.14,88.51,-1.89,0,0
154.06,64.96,1.86,0.75,186.64,152.36,39.54,1,1
109.79,58.63,1.46,0.57,83.34,101.17,-27.97,2,1
92.39,62.6,1.63,0.566,76.28,111.58,-14.74,1,0
109.61,66.25,3.39,0.72,98.91,110.97,6.88,0,0
102.0,59.28,2.69,0.522,121.91,100.94,-1.85,5,0
131.05,78.34,4.13,0.545,122.21,131.77,-7.34,0,1
73.9,61.09,2.52,0.536,75.5,61.44,15.91,0,0
82.37,64.65,4.23,0.593,76.54,81.91,-3.02,3,0
147.29,72.61,3.34,0.807,158.67,154.89,-10.86,4,1
153.57,78.42,6.27,0.894,159.29,165.78,-7.75,0,1
147.11,67.29,2.83,0.67,151.54,143.52,-2.7,1,0
90.33,60.02,3.75,0.381,101.4,92.21,16.11,0,0
133.64,72.38,2.93,0.864,144.21,146.02,-0.56,4,1
97.16,61.27,2.33,0.545,87.25,97.54,-40.0,1,1
99.7,63.29,4.43,0.628,104.02,106.9,16.31,1,1
64.56,54.56,1.24,0.54,92.39,68.8,25.53,0,0
110.94,84.49,4.12,0.631,118.34,104.29,-15.48,1,1
62.34,45.0,2.44,0.349,59.14,53.17,-22.0,2,0
79.79,54.27,3.14,0.621,63.77,90.38,16.31,0,0
142.6,78.48,3.85,0.829,155.88,115.86,2.31,4,1
64.85,49.45,1.66,0.496,73.23,58.16,17.76,0,0
48.54,47.27,1.09,0.421,48.71,34.59,-12.4,4,0
48.28,45.0,4.1,0.3,43.65,58.89,9.48,2,0
152.89,72.18,2.82,0.572,186.33,166.54,0.11,3,0
100.83,63.11,3.99,0.518,109.46,93.59,11.92,2,0
89.13,54.46,1.12,0.472,101.44,116.78,12.58,1,0
137.31,78.93,2.93,0.873,143.58,151.08,-34.03,0,1
140.3,59.9,2.03,0.814,143.01,142.27,3.59,2,0
79.86,53.12,2.66,0.584,87.12,94.86,-9.31,0,0
123.23,65.21,2.29,0.657,122.78,116.82,19.45,0,0
132.53,56.79,1.27,0.545,130.82,129.77,3.38,0,0
118.56,57.72,1.55,0.827,128.66,123.19,0.6,2,1
58.19,48.19,1.14,0.405,48.13,51.27,22.31,2,0
145.11,72.08,2.42,0.558,146.91,132.26,-33.35,0,0
104.69,70.97,2.4,0.592,105.48,95.31,35.09,0,1
73.9,55.04,3.3,0.651,86.53,71.93,40.07,1,1
91.03,67.99,2.68,0.708,85.85,95.72,-9.6,0,0
44.51,50.13,1.59,0.3,30.0,41.13,8.74,1,0
55.34,63.35,6.7,0.601,51.63,38.95,6.88,0,0
131.87,63.43,2.49,0.584,136.32,136.57,-40.0,0,1
40.0,45.0,4.44,0.3,45.57,52.74,0.78,0,0
89.99,62.72,2.1,0.689,83.46,83.39,-26.04,0,0
102.7,58.15,2.06,0.734,111.88,119.33,-19.82,0,0
46.56,45.0,1.26,0.458,57.34,55.24,0.24,6,0
156.77,72.41,3.33,0.78,169.39,146.23,1.78,1,1
67.14,54.36,2.38,0.607,57.78,60.66,17.21,0,0
76.5,59.57,1.8,0.624,68.79,73.37,-17.4,1,0
76.47,64.53,4.04,0.665,83.0,74.62,-3.84,0,0
67.65,51.67,1.93,0.504,85.24,43.27,33.4,2,0
40.18,54.99,1.11,0.588,40.1,32.65,-3.35,3,0
127.52,72.26,3.48,0.861,130.76,121.99,-7.62,0,0
156.02,76.32,4.78,0.595,139.48,174.93,7.15,1,1
66.92,55.73,1.58,0.621,62.96,69.18,7.57,0,0
119.57,64.85,1.75,0.639,111.76,111.59,-2.11,1,0
129.03,63.79,4.1,0.622,129.8,124.64,17.02,0,0
141.81,70.4,7.64,0.751,126.67,146.06,-30.03,1,1
90.72,48.99,0.86,0.375,82.26,86.94,-14.7,5,0
76.35,49.57,4.95,0.512,62.48,70.5,29.03,2,1
79.04,65.42,2.39,0.665,91.63,73.5,-40.0,3,1
125.51,56.29,5.43,0.542,114.04,130.31,-17.85,0,0
138.01,66.58,3.36,0.665,132.44,124.2,-24.09,1,1
61.79,63.91,4.95,0.641,66.0,50.92,3.38,4,0
84.51,54.33,3.37,0.505,77.17,75.24,7.22,0,0
148.23,76.24,2.42,0.668,177.91,137.19,34.76,3,1
136.8,64.55,1.77,0.667,149.3,128.57,-1.14,0,0
158.18,66.93,2.93,0.762,161.64,167.15,-14.88,7,1
130.51,58.02,1.49,0.724,137.41,140.87,-22.67,0,0
87.18,70.31,2.95,0.662,60.15,89.9,-12.65,0,0
110.88,55.01,5.74,0.593,125.53,113.02,45.62,0,1
119.32,73.75,2.75,0.765,128.76,112.62,-5.86,0,1
49.41,45.0,1.51,0.442,45.37,30.0,-3.31,3,0
105.34,69.81,2.72,0.531,110.76,106.78,5.16,0,0
125.12,83.68,4.31,0.719,135.74,128.1,-2.3,2,0
60.08,45.0,0.82,0.547,54.03,53.34,22.59,4,0
133.68,61.56,1.95,0.704,140.32,122.92,25.09,5,1
110.05,64.24,4.59,0.433,119.29,97.32,19.35,3,0
154.27,73.5,4.71,0.611,159.94,155.94,20.13,5,1
45.09,51.94,3.25,0.329,36.65,45.91,-16.56,0,0
71.84,48.47,2.92,0.409,71.57,83.78,-20.8,8,1
112.19,79.39,3.49,0.686,130.49,104.13,-3.04,0,0
75.59,51.52,2.85,0.314,79.28,72.71,6.89,0,0
125.73,60.83,2.18,0.759,114.96,125.9,-11.23,0,0
131.08,63.87,1.79,0.579,137.71,125.58,13.56,2,0
52.3,45.0,1.25,0.361,52.97,60.69,2.28,0,0
101.66,72.79,2.43,0.596,115.55,114.04,-17.16,0,0
101.07,53.78,1.77,0.47,98.85,90.01,21.23,1,0
84.31,64.76,2.22,0.687,81.62,79.73,-10.55,1,0
151.95,65.25,3.09,0.57,134.93,165.2,5.64,0,0
139.3,64.98,2.37,0.676,132.48,142.53,-18.67,1,1
123.67,56.45,3.02,0.791,141.98,124.84,-6.7,0,0
125.72,72.13,3.2,0.703,130.16,129.13,-14.5,1,0
95.41,66.98,5.6,0.483,91.87,101.96,-27.54,1,0
150.52,65.16,1.85,0.7,168.06,154.41,-16.57,7,1
123.35,57.5,3.0,0.733,139.08,125.49,14.72,3,1
127.48,77.54,4.13,0.852,123.68,127.57,-18.59,0,1
143.4,63.17,6.1,0.867,163.16,156.89,16.11,0,1
72.89,61.86,2.21,0.436,49.7,70.23,-9.76,4,1
136.85,67.94,2.42,0.89,148.16,136.86,21.5,1,1
63.43,45.0,0.78,0.3,61.52,78.95,-19.28,2,0
81.44,53.84,1.49,0.335,89.95,84.7,23.35,1,0
80.27,52.53,2.0,0.65,85.85,79.61,-13.52,2,0
157.42,65.97,4.49,0.632,155.13,163.73,-40.0,0,1
142.78,68.71,2.42,0.533,139.45,145.06,1.76,2,1
124.14,46.8,0.87,0.547,155.4,116.75,-0.12,3,0
127.25,77.89,2.95,0.632,128.88,129.7,27.81,0,1
107.45,65.29,1.88,0.695,116.51,99.36,9.95,0,0
153.65,65.26,5.64,0.791,133.21,171.92,-11.75,1,1
99.55,51.15,3.96,0.474,87.1,101.94,-2.6,3,0
85.66,64.75,2.24,0.538,90.65,76.28,-6.46,4,0
59.56,60.37,1.85,0.629,40.77,55.64,20.92,1,0
134.34,81.59,6.23,0.809,145.12,141.94,-4.48,1,1
128.13,60.78,1.45,0.594,119.31,117.22,3.93,3,1
86.12,64.78,3.06,0.731,76.34,113.33,-19.63,0,1
43.02,53.25,4.71,0.493,32.13,30.0,-5.42,3,0
140.68,70.64,3.1,0.527,157.55,149.94,-13.83,0,1
41.37,53.1,0.99,0.3,39.37,36.5,3.12,1,0
124.44,58.16,1.66,0.521,111.93,116.36,-5.09,5,1
156.43,75.18,6.15,0.84,170.54,161.81,16.94,1,1
92.52,51.88,0.94,0.431,99.1,87.98,11.72,0,0
68.2,53.59,1.77,0.489,61.4,84.11,-2.87,4,0
124.58,67.35,4.18,0.491,133.92,110.57,41.38,1,1
138.06,62.19,4.26,0.863,155.39,143.68,8.34,0,0
105.57,68.46,2.88,0.534,114.47,102.82,5.16,0,0
156.04,69.72,2.38,0.911,154.19,159.01,-2.46,0,0
46.2,51.19,2.24,0.597,31.98,51.34,-3.46,0,0
100.58,64.9,2.15,0.384,75.94,83.26,-17.46,1,0
126.21,68.84,2.37,0.644,119.23,128.55,-10.12,1,0
143.52,68.41,4.38,0.52,137.51,154.41,10.53,3,1
61.51,48.16,0.94,0.628,58.63,66.17,-2.31,1,0
136.0,61.98,1.53,0.695,137.34,132.31,19.64,0,0
106.32,64.76,2.3,0.429,123.7,92.19,-25.4,0,0
87.59,50.19,1.82,0.387,79.25,92.67,23.24,0,0
55.81,46.43,2.42,0.401,51.24,74.57,13.83,4,0
143.84,82.01,5.0,0.888,127.78,150.45,-8.96,0,1
58.87,46.33,2.21,0.534,84.28,70.45,11.31,1,0
77.17,61.43,2.96,0.659,62.56,86.5,4.22,2,0
74.81,54.3,2.7,0.451,63.34,70.87,-24.21,4,1
144.57,66.44,2.26,0.531,151.54,145.47,4.18,0,0
120.72,66.78,2.53,0.832,128.32,129.41,6.59,0,0
135.6,60.12,2.84,0.494,153.19,119.8,-28.0,0,0
70.06,51.19,0.97,0.669,80.08,76.57,11.28,0,0
114.98,66.44,2.31,0.572,113.46,127.57,-25.1,1,0
108.61,53.36,1.78,0.41,117.34,108.1,23.86,1,0
139.94,78.66,3.66,0.775,157.38,148.08,32.81,2,1
148.73,75.2,3.31,0.918,147.18,143.19,26.41,0,1
41.46,45.08,2.4,0.591,52.83,41.84,-0.12,1,0
120.88,60.64,2.4,0.507,116.36,118.15,-8.32,0,0
46.22,45.0,4.02,0.3,38.98,50.82,-39.19,4,1
105.86,70.04,2.72,0.624,108.05,104.82,13.34,3,1
74.52,54.06,2.16,0.558,69.12,57.75,-29.86,1,0
76.81,56.24,1.18,0.606,71.72,69.63,-28.63,0,0
82.36,63.72,2.18,0.399,90.16,101.78,-1.56,6,1
114.56,72.42,5.17,0.807,100.35,120.23,-27.0,3,1
80.09,69.55,2.58,0.576,66.86,59.11,-23.92,0,0
127.92,79.57,3.01,0.803,140.07,140.0,6.92,1,1
88.54,52.61,2.13,0.562,86.9,77.02,15.05,0,0
48.2,55.42,1.25,0.39,55.91,57.14,13.56,0,0
134.05,84.11,3.98,0.873,143.81,146.97,8.29,0,1
74.29,66.77,2.35,0.536,57.0,75.31,12.0,2,0
91.93,69.77,2.71,0.703,94.74,81.96,3.7,0,0
122.25,77.31,4.79,0.828,133.23,115.1,-3.99,0,0
79.89,56.11,2.79,0.59,82.5,86.19,-12.56,0,0
46.79,45.0,1.39,0.44,37.97,35.44,5.53,0,0
84.87,50.17,2.1,0.336,76.3,79.05,-24.1,2,0
153.33,56.75,3.39,0.556,145.73,158.46,2.48,2,1
117.01,71.23,4.13,0.511,99.33,110.5,-16.55,0,0
120.58,60.51,1.74,0.516,101.35,134.79,-24.7,0,0
115.87,71.16,2.61,0.53,119.14,105.49,-13.76,2,0
63.88,45.0,1.14,0.394,49.29,31.0,10.08,4,0
90.2,64.97,2.01,0.495,95.0,82.42,-13.04,1,0
130.11,63.52,1.63,0.639,123.74,133.21,-8.21,0,0
52.16,45.0,0.79,0.3,30.41,60.8,-19.31,1,0
73.34,61.82,3.99,0.317,62.79,69.26,13.79,0,0
73.16,64.45,2.85,0.569,97.67,70.39,39.95,0,1
91.84,61.02,2.09,0.57,90.1,91.53,15.49,1,0
157.64,73.65,3.62,0.731,168.01,175.06,-1.58,0,1
48.1,53.74,3.04,0.478,47.69,51.89,5.95,5,0
102.24,66.14,2.43,0.718,87.74,97.32,-23.63,3,1
61.52,46.07,1.51,0.436,75.62,82.04,10.84,0,0
156.48,72.24,2.23,0.806,157.63,156.59,-31.06,6,1
53.6,68.82,3.29,0.622,38.31,32.84,-3.41,0,0
88.43,80.5,3.29,0.681,83.91,74.56,-3.26,1,0
128.55,77.62,3.31,0.636,126.79,134.13,7.06,1,1
124.55,71.32,2.9,0.712,135.77,106.77,5.39,1,0
90.73,53.32,2.5,0.423,79.02,95.71,9.18,0,0
81.58,51.87,2.19,0.549,112.01,73.78,1.47,4,0
87.71,57.92,2.1,0.736,79.18,99.49,9.35,0,0
71.71,50.95,0.88,0.502,77.11,73.39,11.2,2,0
64.64,72.38,3.6,0.645,41.85,48.27,8.22,2,0
97.96,72.26,5.31,0.537,95.22,107.11,19.45,4,1
72.22,64.96,3.9,0.696,78.56,85.86,-13.97,1,0
74.5,49.33,6.75,0.535,59.76,61.73,1.94,2,0
118.81,66.91,2.04,0.453,133.87,110.78,-13.45,0,1
156.22,72.85,2.55,0.783,165.11,161.25,25.31,2,1
112.44,46.47,1.75,0.527,107.17,119.25,-17.99,2,0
49.24,48.4,1.11,0.3,48.32,72.77,-7.3,0,0
49.07,46.86,0.66,0.556,41.06,57.98,-0.09,0,0
154.17,65.29,2.49,0.653,170.24,178.18,21.33,0,1
75.67,56.74,1.71,0.626,88.37,75.87,13.03,0,0
51.05,45.0,0.96,0.348,50.5,54.88,13.51,1,0
111.89,60.38,6.01,0.493,117.09,106.2,2.83,4,1
114.84,68.5,2.32,0.814,101.39,109.61,-2.33,2,0
117.82,50.5,1.04,0.578,134.99,119.29,-23.22,1,1
72.09,66.38,1.98,0.537,69.63,66.26,17.24,8,1
41.81,45.0,2.96,0.449,51.1,30.0,-0.6,1,0
155.8,67.49,3.73,0.772,168.23,149.13,-1.53,0,1
70.11,56.12,1.38,0.656,83.35,80.87,41.48,2,1
121.12,66.74,2.18,0.713,110.81,121.85,-40.0,1,1
124.8,75.83,4.41,0.616,114.07,125.58,-3.65,6,1
113.2,69.48,2.45,0.765,143.47,105.57,-25.18,4,1
77.55,56.72,7.19,0.385,55.02,80.88,-5.15,5,1
72.53,57.18,2.4,0.515,57.67,89.12,-20.02,0,0
111.72,69.76,2.31,0.795,116.15,125.73,-40.0,0,0
143.93,74.31,5.19,0.762,147.71,147.59,21.49,1,1
153.61,62.7,2.14,0.868,152.48,145.07,-23.78,0,1
52.71,50.15,1.32,0.5,58.09,70.38,19.77,1,0
58.58,63.21,2.19,0.591,69.23,69.17,-12.22,2,0
153.37,100.0,5.99,0.918,159.51,138.56,-5.29,1,1
128.38,56.69,1.49,0.574,124.65,110.82,-40.0,1,1
145.96,71.0,2.78,0.586,145.41,131.7,7.37,2,1
64.32,48.81,0.78,0.467,55.68,59.38,-14.65,2,0
110.51,79.72,5.21,0.692,91.98,119.53,-15.86,2,0
124.14,54.23,1.68,0.543,126.61,132.92,-0.47,3,0
121.61,65.28,2.14,0.446,127.73,125.02,-26.6,5,1
88.98,47.1,1.93,0.484,84.81,87.57,10.36,0,0
41.85,50.37,2.65,0.593,30.0,65.56,-16.07,4,0
109.95,64.95,4.21,0.688,104.85,110.29,38.76,0,0
70.37,60.83,2.09,0.452,78.27,69.5,-4.68,1,0
94.03,49.04,3.25,0.439,73.55,88.95,-17.25,5,0
154.91,76.56,3.33,0.687,165.0,177.03,-19.37,1,1
87.88,55.1,1.27,0.412,78.77,95.09,-33.6,0,0
140.78,68.15,4.7,0.545,139.45,130.43,15.13,1,1
62.62,63.37,2.79,0.631,55.01,51.1,15.29,4,0
120.7,61.66,2.88,0.841,111.89,103.89,-14.58,0,0
157.24,76.19,6.53,0.617,174.8,156.27,10.96,3,1
52.23,45.0,1.73,0.3,56.02,37.24,24.25,2,0
41.0,53.69,1.03,0.335,43.43,30.0,6.43,4,0
92.03,61.17,4.54,0.541,101.75,102.71,13.59,0,0
51.12,45.58,1.04,0.315,51.45,60.03,1.74,1,0
129.81,61.59,2.54,0.59,140.94,144.72,-6.18,0,0
149.75,74.96,2.64,0.61,141.97,135.04,3.05,1,0
92.08,70.79,2.58,0.666,109.93,82.06,42.49,0,1
71.05,52.88,2.71,0.578,86.07,64.76,-1.86,0,0
92.13,52.65,1.8,0.61,96.9,108.53,18.0,6,1
126.81,70.76,3.53,0.615,123.66,127.44,1.69,1,0
41.09,45.0,3.1,0.567,30.0,59.31,-16.16,0,0
110.73,58.97,1.96,0.8,117.48,117.01,19.49,1,0
113.6,53.36,2.26,0.49,131.62,112.47,23.03,2,1
116.52,59.04,3.6,0.519,100.97,122.26,2.67,1,0
69.04,45.0,2.38,0.497,79.21,51.75,36.56,1,0
125.69,49.12,1.91,0.494,117.9,105.14,29.15,2,0
50.97,45.0,1.23,0.407,42.48,53.56,-3.27,0,0
63.91,58.2,2.08,0.504,47.9,64.06,-9.92,1,0
145.3,62.51,2.4,0.725,138.76,164.63,-28.96,2,1
128.65,63.37,2.25,0.598,136.37,114.86,31.46,1,1
41.65,61.92,3.32,0.422,47.34,45.37,1.53,4,0
69.81,58.45,1.51,0.673,74.09,76.76,-8.81,1,0
65.73,52.75,6.1,0.36,54.91,69.16,-22.21,0,0
72.5,49.74,3.05,0.559,58.44,83.49,-23.96,0,0
69.71,64.76,2.22,0.306,64.58,63.38,29.09,1,0
47.5,45.0,0.57,0.3,37.12,55.83,10.98,1,0
95.07,58.81,3.19,0.586,97.33,100.69,-25.66,0,0
127.93,72.55,4.14,0.506,122.19,139.59,-28.93,1,1
112.81,57.83,6.24,0.427,105.81,107.7,-1.31,0,0
120.74,62.72,2.0,0.511,120.87,108.88,-18.23,0,0
49.74,48.37,0.83,0.455,51.07,43.45,-3.87,1,0
154.18,73.3,5.9,0.824,173.34,143.55,37.54,5,1
140.62,69.76,2.43,0.583,136.23,134.97,17.06,0,1
136.61,74.79,4.21,0.757,146.3,133.27,-25.96,0,1
138.76,62.04,1.62,0.569,159.79,129.64,-7.69,1,1
151.93,68.46,4.05,0.781,162.41,152.0,9.67,0,1
105.31,57.05,1.43,0.561,118.5,93.52,26.93,0,0
64.03,45.0,2.28,0.534,55.26,63.3,-19.18,8,1
114.01,57.97,2.42,0.82,109.77,109.06,4.51,3,0
129.15,74.02,6.91,0.843,132.08,127.93,-6.72,2,1
128.55,69.04,2.0,0.467,125.26,132.48,29.89,0,1
102.57,71.53,2.61,0.742,118.26,98.39,19.05,0,0
48.22,45.0,0.61,0.3,33.46,40.44,-10.86,1,0
84.53,60.34,4.59,0.715,85.77,77.99,-26.29,2,1
150.49,62.46,2.9,0.644,164.27,160.72,-12.22,2,1
110.13,63.11,2.73,0.563,111.98,122.9,-40.0,0,1
104.6,55.03,1.31,0.43,101.08,99.45,3.14,1,0
72.26,55.03,2.11,0.342,69.96,70.72,10.84,0,0
84.21,59.58,2.14,0.623,71.15,67.17,6.36,4,1
147.44,62.85,2.14,0.9,139.72,145.62,-14.91,1,1
119.98,59.83,3.61,0.684,102.6,105.46,14.35,0,0
134.49,70.96,2.15,0.77,140.36,129.6,31.44,4,1
94.52,63.02,3.14,0.668,106.91,105.3,-5.78,4,0
115.63,52.31,3.54,0.532,123.46,100.61,25.18,1,0
69.81,45.0,4.07,0.308,77.68,60.79,6.45,2,0
124.66,61.96,3.57,0.455,139.2,115.68,-2.21,0,0
91.31,47.73,1.16,0.494,90.93,74.62,21.97,0,0
93.11,45.18,1.89,0.456,89.45,101.73,-23.55,1,0
117.92,57.54,1.48,0.459,132.8,120.69,-19.29,3,1
152.35,66.16,1.96,0.609,144.12,170.44,-11.25,1,0
47.68,45.0,2.03,0.3,30.0,37.73,-12.95,1,0
138.97,68.99,4.8,0.863,140.16,121.25,-28.98,2,1
75.09,51.89,1.02,0.361,64.84,84.5,3.71,3,0
93.27,54.82,1.26,0.575,93.35,89.66,-14.01,2,0
42.63,49.52,2.02,0.445,30.0,37.96,-29.88,0,0
76.13,53.4,1.37,0.526,79.08,90.91,13.17,5,1
100.32,58.24,2.71,0.421,89.9,102.01,-12.94,0,0
46.74,53.35,1.36,0.348,56.43,55.78,23.88,1,0
98.93,62.15,1.71,0.397,80.54,92.71,-0.93,4,0
151.25,80.51,3.81,0.692,151.42,144.0,-3.48,2,1
52.65,53.1,3.96,0.313,42.9,48.99,14.89,2,0
131.73,70.43,3.76,0.7,136.5,138.44,9.95,0,0
89.16,57.46,3.81,0.625,100.77,89.67,5.45,1,0
118.62,62.8,2.03,0.649,122.79,123.3,11.3,6,0
71.23,47.72,3.92,0.467,67.03,45.2,7.7,0,0
59.14,50.71,1.55,0.412,63.68,40.32,-17.43,0,0
59.26,60.13,4.28,0.594,69.26,37.72,47.45,0,0
48.46,45.0,1.46,0.313,45.95,44.67,-0.04,0,0
62.28,54.59,1.54,0.561,66.14,48.3,3.51,1,0
119.71,63.27,2.05,0.742,130.31,136.6,-26.33,0,1
145.8,71.96,3.38,0.685,127.78,145.59,-6.7,1,0
137.7,63.61,1.74,0.612,133.73,139.86,1.11,0,0
122.22,60.53,5.42,0.635,127.43,111.32,-18.09,1,1
53.25,45.0,0.98,0.3,43.75,42.04,-23.46,0,0
74.7,54.29,1.67,0.322,65.69,90.21,-20.69,1,0
77.18,51.3,1.28,0.356,76.8,95.0,-5.5,2,0
69.99,48.12,0.69,0.365,70.06,74.15,3.87,2,0
101.8,63.28,3.37,0.587,107.15,81.48,-1.34,3,0
104.27,62.55,2.89,0.732,97.41,100.01,2.02,5,1
82.83,62.38,4.03,0.423,62.27,85.96,1.88,3,0
82.45,54.59,1.14,0.701,94.14,80.18,15.61,5,1
139.43,73.11,6.15,0.88,136.12,118.23,4.9,0,0
134.72,63.57,2.22,0.868,130.33,153.21,2.95,1,0
76.94,56.76,4.87,0.646,67.03,68.58,0.25,0,0
149.65,59.05,1.51,0.674,164.96,136.24,5.01,3,1
154.34,74.18,4.29,0.572,156.32,154.03,-10.88,3,1
79.21,62.38,2.84,0.545,82.22,91.05,-0.17,0,0
82.53,63.15,2.25,0.551,89.83,87.66,15.4,1,0
100.68,64.85,1.81,0.722,102.61,87.52,12.62,3,1
152.93,71.71,3.49,0.937,171.83,138.13,18.59,1,1
145.16,65.64,1.78,0.719,133.17,123.24,-14.55,1,0
52.31,59.43,2.41,0.375,34.78,49.39,-12.66,0,0
87.13,65.01,3.09,0.416,69.75,82.4,-12.51,2,0
106.4,58.35,3.28,0.401,107.49,111.54,-10.39,0,0
